excentricidad_orb;altura;sentido;geoestacionario;circular
344600,41;76012859,75;positivo;True;
71256166,88;49988953,74;positivo;False;
86474666,62;34657962,44;negativo;False;
38498690,08;81199676,46;negativo;False;
60131234,08;38109997,5;positivo;False;
56783001,59;10958614,84;positivo;False;
70733631,72;58654586,09;negativo;True;
89761315,78;33885753,03;positivo;True;
59900772,98;43010353,72;positivo;True;
77058442,29;58598696,56;negativo;False;
24628745,23;7405868,43;positivo;True;
22327958,67;77471763,16;positivo;True;
93749711,02;64321414,75;positivo;True;
48050884,38;83945911,85;negativo;True;
15825748,28;74826533,64;negativo;False;
12618301,03;91629555,94;positivo;False;
54155199,64;70904308,16;negativo;False;
44539973,25;43403044,44;negativo;False;
17078086,46;58592768,07;negativo;False;
18459262,02;31148075,38;negativo;True;
96957680,82;40606118,36;negativo;False;
88538319,88;92324096,79;negativo;True;
52014227,51;82695697,87;negativo;True;
46716559,04;12710478,77;positivo;True;
45226070,8;69775209,59;positivo;False;
47285031,28;19142499,12;positivo;True;
81146168,69;46967041,07;positivo;False;
22372821,14;2002056,43;positivo;True;
42008887,61;68941814,59;positivo;False;
41737172,58;96728986,91;negativo;True;
54192056,62;30911117,19;negativo;True;
17574809,81;13543348,5;positivo;True;
72535667,76;20653036,66;positivo;False;
87271941,13;79865898,7;positivo;True;
15527688,79;35580824,87;positivo;True;
30911268,96;54514765,23;positivo;True;
59369665,43;39554463,81;positivo;False;
31096200,57;4906142,74;positivo;False;
8440372,72;72040625,95;negativo;True;
96975625,07;96815491,61;positivo;False;
84913200,75;22285278,72;negativo;False;
82759316,33;83627268,88;negativo;True;
48202554,92;22217086,51;positivo;True;
90544777,74;23286782,98;negativo;False;
32966104,65;97859295,65;negativo;False;
51100538,16;43297868,36;positivo;True;
4674434,45;39386144,44;negativo;False;
29502308,63;38762000,75;negativo;False;
18854463,22;51435351,1;positivo;False;
65572012,43;92403664,43;negativo;True;
72514157,17;7100753,94;positivo;True;
56469731,67;87197791,39;negativo;True;
68364105,5;89300751,5;positivo;False;
28091195,85;26755054,46;positivo;True;
13721820,72;26485758,86;positivo;False;
26183545,12;53652358,35;positivo;True;
4555329,15;91465302,12;negativo;True;
36899118,46;99215492,34;positivo;True;
85488440,78;21031896,34;positivo;False;
1687664,06;96348796,59;negativo;False;
73526606,9;94867205,57;positivo;False;
52900863,15;88002218,26;negativo;True;
45990883,28;34080697,8;negativo;False;
88756692,37;55410118,03;positivo;True;
31887029,51;22886613,32;negativo;True;
88035767,54;83521442,97;positivo;False;
45580284,91;55985423,76;positivo;False;
53565161,21;88802658,13;negativo;False;
48532133,22;42838612,3;positivo;True;
54372707,84;94400010,4;positivo;True;
7818432,43;12616890,99;negativo;False;
84152134,81;29705718,66;negativo;False;
87093857,99;67388469,57;negativo;True;
19155972,68;81328899,09;negativo;False;
72322291,25;34826888,42;negativo;True;
66836334,89;40242899,92;positivo;False;
91708752,49;64957301,66;positivo;False;
27580362,83;94851023,17;negativo;True;
88866110,07;24664909,17;positivo;False;
54026117,38;30090770,89;negativo;True;
39708583,7;47658789;positivo;False;
74360049,51;700393,32;negativo;False;
30234931,33;9606214,88;positivo;True;
45483719,93;67569600,73;positivo;True;
67562651,04;94044216,36;positivo;False;
53681978,02;36187689,39;positivo;False;
40460762,93;81912889,16;negativo;True;
73518667,05;73490215,69;positivo;False;
35582536,53;95006445,41;positivo;False;
30410595,73;71052398,21;positivo;False;
36877472,35;77588960,85;negativo;True;
67058007,65;53738564,78;negativo;False;
76617246,62;41359971,71;positivo;True;
14789615,87;51869176,25;positivo;False;
85013699,26;90190797,28;positivo;True;
3405094,73;84834808,04;positivo;False;
98138778,72;54907539,4;positivo;False;
97142457,63;26898036,85;negativo;False;
10408995,85;49456203,85;negativo;True;
65839548,12;42684823,59;negativo;True;
83854257,69;18723035,3;positivo;False;
53751181,65;68756799,84;positivo;False;
3123421,58;24397537,65;positivo;False;
57762384,9;59760087,74;positivo;False;
76583465,14;4664618,11;positivo;False;
91187520,32;92464507,86;negativo;False;
98920315,65;49259019,55;negativo;False;
79747717,52;91178055,43;negativo;False;
97496741,19;66149266,38;positivo;True;
87914991,67;86058995,23;positivo;True;
84717070,12;34519188,25;positivo;False;
57311839,92;13801547,08;positivo;True;
48117672,55;86318787,21;negativo;False;
97101445,39;22241864,05;negativo;False;
13202179,35;81035076,8;positivo;True;
71803435,88;41090867,64;positivo;True;
40547748,96;88640207,39;positivo;False;
90748066,43;54888612,64;negativo;False;
40624379,66;67465543,33;negativo;True;
54267811,87;34603514,61;negativo;True;
25257202,39;18831890,04;positivo;False;
39005333,26;93198025,58;negativo;False;
62347440,86;74375722,19;negativo;False;
40814098,01;28953076,09;negativo;False;
43831569,12;83616919,03;negativo;False;
69687973,35;89309749,13;negativo;True;
49036445,57;67112960,32;positivo;True;
71085872,55;44817775,16;positivo;True;
31345702,09;10900366,9;negativo;True;
19924565,35;40730232,06;positivo;False;
41605792,54;31842950,84;positivo;False;
62904333,09;35163497,15;positivo;True;
34679158,9;31053444,09;negativo;True;
31047321,91;73415509,11;negativo;False;
1949709,72;10554588,47;positivo;True;
40828326,14;39195521,38;positivo;True;
5857150,15;4068394,44;negativo;True;
18722154,49;73664070,41;negativo;True;
15077645,32;84190593,39;positivo;False;
38863045,68;81203437,27;negativo;True;
3092966,01;18440680,14;negativo;False;
23972561,23;78947731,38;positivo;False;
64189736,05;30972572,84;negativo;True;
37627641,67;5252504,91;negativo;False;
17492132,06;83466379,05;positivo;False;
6204353,3;8005328,53;negativo;True;
59023030,46;18361273,83;negativo;True;
58485277,26;56540748,18;negativo;True;
11982471,84;34601135,49;positivo;False;
36721497,82;81162655,47;positivo;True;
25390031,31;563216,15;negativo;False;
32445896,65;57832754,15;negativo;False;
96378629,15;42625221,62;negativo;False;
27490654,83;45214833,7;positivo;True;
73225003,15;11726047,39;positivo;True;
43771783,39;85461086,71;positivo;False;
62260028,55;48556463,08;negativo;False;
70915624,5;6252480,87;positivo;False;
514049,07;15793688,86;negativo;False;
68993506,51;46765915,76;positivo;False;
30023866,31;56300694,61;negativo;False;
94788308,82;25679141,44;positivo;True;
45076414,94;14491295,92;negativo;False;
37164083,71;74075620,76;positivo;True;
89909871,24;1056518,64;positivo;False;
47665232,96;97764948,77;positivo;True;
1741536,32;41856277,61;negativo;True;
5582171,44;55823946,98;positivo;False;
32677312,03;73847927,55;negativo;False;
7553329,24;53020750,49;negativo;True;
83849969,09;69704243,84;positivo;True;
46343237,16;70544230,02;positivo;True;
9457604,9;54751674,5;positivo;False;
6909077,37;9309785,45;positivo;True;
78875755,92;89425497,98;positivo;True;
56900275,73;36737859,48;negativo;False;
28575151,76;74647592,76;negativo;True;
86861980,64;92539039,1;negativo;True;
41048536,93;85714173,73;positivo;False;
79615948,72;79660346,57;positivo;False;
11260262,7;87686909,19;positivo;False;
47839420,88;37660628,6;positivo;True;
21014346,13;99519590,96;positivo;True;
85575488,01;3856642,17;positivo;True;
74965,29;65473315,72;positivo;True;
6781186,57;86922636;negativo;True;
97550427,24;1061146,37;negativo;True;
95776017,47;89163523,47;positivo;False;
9309080,91;65854326,73;positivo;False;
92097250,61;75299599,28;positivo;False;
6737153,82;90573232,84;positivo;True;
70005456,37;68913990,74;positivo;False;
18546603,64;83626721,22;negativo;True;
79756232,83;28499058,82;negativo;False;
18258674,05;79969814,21;negativo;False;
45560346,96;84010731,15;negativo;True;
25462151,29;6850101,79;positivo;True;
18114696,84;1965815,33;positivo;True;
29442130,52;20082914,53;negativo;True;
17860094,77;25864459,7;negativo;True;
61458275,76;66144555,16;positivo;False;
1215357,21;95364324,15;negativo;True;
51926925,89;63201510,17;negativo;False;
41188633,81;96460090,05;positivo;True;
73200432,28;66387742,79;negativo;False;
26041892,28;13960841,68;negativo;True;
10448549,08;44699239,99;positivo;False;
90790043,16;72623905,55;negativo;False;
2229872,92;51298962,97;positivo;True;
9711700,1;92547112,73;positivo;False;
8448959,12;59942457,14;negativo;False;
99547175;96316170,75;negativo;True;
7339965,39;89931323,06;positivo;True;
95687984,46;50033003,55;positivo;False;
84747494,65;55750011,94;negativo;False;
26965389,69;32570191,08;negativo;True;
75655761,7;61698157,04;positivo;True;
67876104,63;31458006,06;negativo;True;
4844884,11;95315116,64;negativo;False;
35386497,63;95631228,48;negativo;True;
20418741,38;58837682,41;negativo;False;
20116024;73822683,42;positivo;True;
77995468,24;19895013,96;negativo;False;
57418527,83;72810961,69;negativo;True;
31832588,16;13703821,86;positivo;False;
43459377,03;62099953,7;negativo;False;
74644385,2;4107110,62;negativo;True;
91294654,75;48264938,22;negativo;False;
89806547,81;73853518,48;negativo;False;
53298481,39;6152896,53;positivo;False;
22346023,46;67696899,76;positivo;False;
72086926,46;96844059,4;negativo;True;
4582881,27;25679170,74;negativo;True;
15689638,06;65841852,33;positivo;False;
52270685,87;77993418,46;negativo;False;
23182785,28;42016160,78;negativo;True;
43098458,95;89873343,9;negativo;False;
35630286,93;8111916,7;negativo;False;
95020076,69;2512365,02;negativo;False;
76199335,17;81807800,28;positivo;False;
96981622,91;17864332,22;positivo;False;
77498943,46;79122941,98;positivo;False;
73125904,87;50679949,92;negativo;True;
72008506,88;40503723,74;positivo;False;
61810680,62;25038492,24;positivo;True;
57455430,1;81028715,22;negativo;False;
33905601,97;33993390,34;negativo;True;
94719516,36;25737802,34;positivo;False;
42793351,01;49945806,32;positivo;True;
74491600,54;65166156,25;positivo;True;
46555763,55;5194047,29;positivo;False;
52203717,24;57655826,87;positivo;True;
64895103,13;22815016,01;negativo;True;
33132191,22;27312158,17;positivo;False;
44272633,91;83124563,28;negativo;False;
3875983,37;97814852,98;positivo;False;
86350669,62;55948105,53;positivo;True;
92379346,88;81398397,27;positivo;True;
70453867,47;15436448,33;negativo;False;
6343211,63;4467196,73;negativo;True;
75791284,09;18877878,69;positivo;False;
11100449,27;93890956,16;positivo;False;
38829093,24;9263014,42;negativo;True;
99839112,36;88876200,11;negativo;False;
21369695,75;44024895,43;negativo;True;
30079052,89;13810121,56;positivo;True;
42186391,29;31673188,94;negativo;True;
88805582,84;46964181,84;negativo;True;
24984785,5;77153384,36;negativo;True;
64907649,88;85604707,7;negativo;True;
34819418,64;16713311,35;positivo;True;
94832490,34;32633750,86;negativo;False;
3377488,93;36330508,62;negativo;False;
77911365,98;88971844,35;negativo;True;
90807906,67;17174059,62;positivo;False;
17944299,98;37699371,11;positivo;True;
549001,89;74586881,68;negativo;True;
88976740,39;98453772,38;positivo;False;
44783475,87;14311976,57;positivo;True;
85515728,62;83040239,23;positivo;False;
67943493,42;59353361,74;negativo;True;
2241934,66;73568525,51;negativo;True;
93506036,77;71913645,51;negativo;True;
85765523,8;64523968,55;positivo;False;
21594974,38;7669310,72;positivo;False;
42144793,41;29927185,25;positivo;True;
47431600,87;23708422,18;positivo;False;
96509132,63;683128,96;negativo;False;
17007417,61;72864027,5;positivo;True;
93884292,93;66581384,14;negativo;True;
32541104,01;42718771,97;negativo;False;
16613754,43;1535145,72;negativo;True;
15471375,6;34494040,3;negativo;False;
67426472,45;48418101,81;negativo;False;
75040003,92;46427451,2;positivo;False;
99229322,18;92138593,06;negativo;True;
63678020,29;52852167,88;positivo;True;
3720478,5;153670,87;negativo;True;
15529910,91;58651693,68;negativo;False;
55422768,64;1131545,28;positivo;False;
88920626,73;95499637,22;negativo;True;
43794807,15;40104919,1;negativo;False;
53014243,75;80751808,7;positivo;False;
17580265,71;4274756,79;positivo;True;
42997872,18;18868860,64;positivo;True;
84587183,24;3662166,98;negativo;False;
7487026,56;13035163,16;negativo;False;
97527458,82;29810454,38;negativo;False;
80215091,17;86224755,13;positivo;True;
50392626,53;12689378,07;positivo;True;
11898183,77;81128801,26;positivo;False;
50267674,31;76416313,89;positivo;False;
83680413,09;96462735,76;positivo;True;
49043311,96;33715999,94;positivo;True;
27231763,15;32331478,89;positivo;False;
38535316,74;78592201,93;positivo;True;
1082389,53;81032107,1;negativo;True;
51705928,03;42077529,01;negativo;True;
16450591,31;92040785,93;positivo;True;
1733956,61;39909209,11;negativo;True;
81353917,21;30133030,96;positivo;False;
29244878,36;8564816,84;negativo;False;
57725069,43;47095864,53;positivo;True;
17885933,06;47648759,11;negativo;False;
22734866,36;17790366,68;positivo;False;
37513170,43;20108505,27;negativo;False;
20329011,53;20378330,26;positivo;True;
92803364,76;20255126,89;positivo;False;
85730782,84;61418544,68;negativo;False;
37463381,28;4658944,21;negativo;True;
93061162,33;86501491,75;positivo;False;
34644055,99;48911822,82;positivo;True;
78179788,63;39816321,67;positivo;True;
93096507,46;98754626,09;positivo;False;
2449069;17153456,31;positivo;False;
30969046,61;10991072,96;positivo;False;
46605637,74;23858785,6;negativo;True;
52932881,08;84830348,85;positivo;False;
35985550,18;40441963,65;negativo;True;
17788584,54;99586968,37;negativo;True;
5283187,22;43480710,03;negativo;True;
96829371,59;4746268,74;negativo;True;
33576414,38;49532333,11;positivo;False;
75669798,57;30314390,66;negativo;True;
67349297,4;9378899,01;positivo;True;
72225406,01;78253473,36;negativo;False;
90897607,02;74566251,74;positivo;True;
83000474,64;69244710,44;positivo;True;
41229905,56;3463502,48;negativo;True;
20238045,14;51599905,03;positivo;True;
36620384,58;198860,14;positivo;True;
45006843,66;81995035,9;negativo;True;
29042111,92;62491658,13;negativo;False;
2500527,97;21880765,93;negativo;True;
61929777,69;89983550,42;negativo;False;
19311966,38;38870223,26;negativo;False;
21731945,62;63686900,45;negativo;False;
87353200,09;38663959,49;positivo;True;
36901238,01;82500243,05;negativo;False;
34486810,85;13458123,44;positivo;False;
83867262,35;3104635,09;negativo;False;
16303908,39;64998304,45;negativo;True;
34746991,73;89249793,92;positivo;True;
80965622,97;66701780;negativo;True;
88627817,31;87697102,11;positivo;False;
94394129,62;36157788,09;positivo;True;
13780888,61;86475206,51;positivo;True;
48928400,17;87235065,3;positivo;False;
69161601,82;62757808,64;negativo;True;
4758927,91;8662308,77;positivo;False;
83993430,43;12859917,19;negativo;True;
8632642,9;84791048,62;negativo;True;
62438886,31;16465724,27;positivo;False;
1865748,08;45176143,79;positivo;True;
34230260,89;71699421,87;positivo;False;
15804071,57;86771338,7;negativo;True;
35419468,57;83509270,7;negativo;True;
28233333,45;44613510,34;negativo;False;
92418597,82;50011508;positivo;True;
74790899,24;20196556,12;positivo;True;
34380823,22;41230849,06;negativo;False;
37613001,05;4618341,47;positivo;False;
36811134,44;14156372,79;positivo;False;
22411820,52;88007480,43;positivo;False;
34071673,35;58177870,52;positivo;True;
82539921,84;26306408,77;positivo;True;
70731129,06;81367175,67;positivo;True;
43434909,39;58344598,09;negativo;True;
78367048,23;43955960,49;positivo;False;
3274796,98;19428112,32;positivo;True;
2962511,62;87360766,53;positivo;False;
55184581,26;7534031,58;positivo;False;
47189745,8;69220114,97;negativo;False;
17338387,03;9438080,16;positivo;True;
56722063,13;58105866,7;negativo;False;
98690250,25;36489847,96;positivo;True;
54993973,5;55192322,72;negativo;False;
68683362,6;40116661,91;positivo;True;
51457455,51;40053199,43;positivo;False;
55690635,75;33605693,57;negativo;True;
8492471,51;41944241,23;negativo;True;
33700298,63;20395650,76;positivo;False;
81106973,06;5724497,77;positivo;False;
40520090,1;16124329,77;positivo;True;
47465814,5;7056355,07;positivo;False;
10679351,28;82949631,22;negativo;False;
27286566,55;49412997,94;negativo;True;
65913638,54;44148792,38;positivo;True;
75692529,05;59940992,18;positivo;False;
14358152,51;80450157,22;positivo;True;
15373840,8;73550517,89;positivo;True;
99208054,73;12844907,2;positivo;False;
61300121,83;73286249,75;negativo;True;
9551416,68;6794911,36;positivo;True;
51362495,68;70718975,07;positivo;False;
63737711,63;63830850,03;positivo;False;
17220670,06;91690962,44;negativo;True;
64966510,23;26475824,77;negativo;True;
64837111,69;93338962,25;negativo;True;
4960389,05;45025358,23;positivo;False;
50462102,15;22025861,42;positivo;True;
27429293,83;55577634,31;positivo;True;
69001417,51;29755344,42;negativo;True;
20644943,93;24564015,02;positivo;True;
10538096,85;51603198,62;positivo;False;
1088523,64;61406053,56;negativo;True;
31448086,77;34489268,34;negativo;True;
34281858,26;36370031,55;positivo;False;
66788528,1;51751033,05;negativo;False;
17561450,57;39457335,66;negativo;True;
67473197,7;83055527,6;positivo;True;
71095118,68;89241825,05;positivo;True;
66663568,65;33161609,04;positivo;False;
54529664,79;10374530,83;negativo;False;
12488100,86;96733931,34;negativo;False;
25112010,75;24345870,67;positivo;True;
62712099,62;81000291,24;positivo;False;
49671117,38;24913954,24;negativo;True;
25760630,87;70538213;negativo;True;
96998384,36;3516928,95;positivo;True;
5421217,41;12729574,37;negativo;False;
18857364,6;89964169,05;negativo;False;
36348898;3792630,38;positivo;True;
51212970,15;77104620,04;negativo;True;
76572293,47;31909707,81;negativo;False;
28910625,16;21656175,41;positivo;False;
41841980,33;24342630;positivo;True;
95490230,22;19117853,1;negativo;False;
28369336,93;38669870,92;negativo;False;
69684574,74;91664353,17;positivo;True;
41569500,21;94738851,05;negativo;True;
2226206,28;92473468,39;positivo;True;
89745719,34;80775449,73;positivo;False;
55178078,58;68674849,71;negativo;False;
6036811,28;83748257,58;negativo;True;
7749994,64;66258185,74;positivo;True;
85991850,04;62041385,91;negativo;False;
28758440,62;29966328,65;negativo;True;
68055251,16;66032645,11;positivo;False;
79529931,66;41438167,7;negativo;False;
81701187,1;75631290,2;positivo;False;
20024984,64;14433792,19;negativo;False;
89378950,26;85910606,04;positivo;False;
72450152,69;28810753,5;positivo;True;
46205015;38413988,53;positivo;False;
28486357;88361783,12;positivo;True;
19333654,05;39253658,53;negativo;False;
97823985,43;95263190,31;negativo;False;
21292797,83;45362849,3;positivo;True;
94777269,33;13825840,12;positivo;False;
64172963,23;67434316,67;positivo;True;
70788608,76;30163595,32;negativo;False;
23743625,4;12858195,71;negativo;False;
84840312,78;87052761,52;positivo;True;
41206406,1;58356732,51;positivo;False;
60179025,12;17476703,43;positivo;False;
27165836,28;86624823,77;positivo;False;
94148461,95;92212859,5;negativo;True;
91147139,49;46550131,67;negativo;False;
2057395,12;98139965,87;positivo;False;
72214528,79;69411407,55;positivo;False;
84691330,99;45641195,36;negativo;True;
76729761,82;61398212,4;negativo;True;
53582150,42;80464398,08;positivo;False;
6708393,71;38719586,33;negativo;False;
44434748,58;55158238,04;negativo;True;
36789637,64;69283081,65;negativo;True;
32663829,31;52770546,53;positivo;False;
53190104,39;94376883,76;positivo;False;
39908913,21;97286595,03;positivo;False;
18070380,81;21547663,79;negativo;True;
66051462,59;25053896,99;negativo;True;
29221094,09;67733096,02;negativo;False;
21384121,98;85807195,12;positivo;False;
94699565,06;7334170,8;positivo;True;
45844631,41;43201187,49;negativo;True;
13044891,67;40915327,18;negativo;True;
89177436,13;70477464,35;positivo;True;
65814500,29;40319676,03;negativo;True;
31147040,63;83048784,75;positivo;False;
61169265,31;6338,75;negativo;False;
37737160,83;86311870,57;positivo;False;
92286513,64;44360734,11;negativo;True;
55754112,67;62822789,73;positivo;False;
22819366,66;50892547,8;positivo;True;
32062364,21;35136656,34;negativo;True;
76491128,72;46910241,8;positivo;False;
30931671,2;33191065,27;negativo;False;
24799972,12;69804152,9;positivo;True;
83780870,29;53561533,81;positivo;False;
32023253,54;89505418,7;negativo;True;
803947,67;40822842,8;negativo;True;
37380854,2;77301154,24;positivo;False;
42646063,03;39171866,8;negativo;True;
75757951,78;2120159,06;positivo;True;
42764558,76;60613380,6;positivo;True;
28504987,45;21386338,94;negativo;True;
96878365,93;76998383,49;negativo;True;
36263039,95;20312263,3;negativo;False;
31113974,11;34038145,82;negativo;True;
51605158,87;54210585,56;negativo;True;
99483066,38;72498728,4;negativo;True;
62245841,07;10131311,4;positivo;True;
47926978,48;37333982,13;negativo;True;
66705451,98;77963471,67;positivo;True;
82110475,96;5834998,22;positivo;False;
95251756,09;2155518,41;positivo;False;
70450421,89;7884444,73;negativo;True;
29508699,36;45625226,33;positivo;False;
58802242,83;76119818,18;negativo;True;
33728139,31;37944745,78;negativo;False;
83905142,53;4504517,2;negativo;True;
6593328,4;9668778,46;negativo;False;
20973127,95;1853868,51;positivo;False;
91591514,23;68778966,69;positivo;True;
40382199,88;43055136,4;positivo;False;
14149521,88;31779383,1;negativo;True;
31505647,02;30646117,76;positivo;False;
7439437,67;98256196,98;positivo;False;
39550490,3;65102894,04;negativo;True;
45524775,8;54723538,05;positivo;False;
71947065,89;46288671,17;negativo;True;
16586059,22;45804989,4;positivo;False;
46366625,19;10239690;positivo;False;
25817756,66;67856673,81;negativo;True;
22255614,58;82794044,31;positivo;False;
40351916,52;33241950,27;negativo;False;
72171435,63;75392398,27;positivo;True;
52230207,69;23911251,07;positivo;True;
27127952,69;79720083,96;negativo;True;
72734215,57;56688026,98;positivo;False;
64755880,86;83644557,21;positivo;False;
27534372,35;34306629,69;negativo;False;
80400819,88;30025470,7;negativo;True;
21635150,26;74064323,61;positivo;True;
7579703;19097684,86;negativo;False;
65709972,81;87272791,38;positivo;True;
25035432;1827070,2;positivo;True;
241848,41;2700134,28;positivo;False;
43674389,21;69646637,05;positivo;False;
9488812,51;59018438,1;positivo;True;
43025737,3;51302056,3;negativo;False;
25137254,95;77490250,12;negativo;True;
5486258,6;75217419,28;positivo;True;
43444490,58;70295456,13;positivo;True;
9882509,25;74667623,72;positivo;True;
22723364,23;74656491,46;negativo;True;
92321370,08;57648783,1;negativo;True;
94717306,86;81040086,97;negativo;True;
60572584,27;30937996,74;positivo;False;
91533242,55;35659916,08;negativo;False;
5752157,11;20696002,13;positivo;True;
40548488,44;89781712,18;positivo;True;
32124119,4;45525541,56;negativo;True;
70648098,11;12584825,88;positivo;False;
83353720,33;49819263,13;negativo;True;
60237562,22;50304011,8;positivo;False;
13475763,06;36660784,78;positivo;False;
14689458,4;96624620,08;positivo;False;
32591805,38;8223480,09;positivo;False;
17197518,75;23692902,53;negativo;True;
31906884,64;7864098,47;positivo;True;
37836170,5;36738466,33;negativo;False;
32278337,18;80824414,87;negativo;False;
19108734,07;40964171,51;positivo;True;
11029767,18;25087320,5;positivo;False;
63652729,56;66917403,23;positivo;False;
30795870,76;97993901,48;negativo;False;
5466399,95;94054602,73;negativo;True;
87488224,17;59007671,09;positivo;False;
29793355,68;5429177,14;positivo;False;
96018916,51;10373719,67;positivo;True;
2226721,82;66334272,21;positivo;True;
71705074,47;94335232,95;negativo;False;
68502406,76;77881120,18;negativo;False;
98777841,96;62791595,58;positivo;True;
24815771,86;37787582,74;positivo;False;
66319736,1;17163541,61;positivo;False;
13921487,7;90753963,87;negativo;False;
65078028,8;17659654,16;positivo;False;
3880246,6;95515524,83;positivo;False;
64295331,14;85206067,89;positivo;True;
17854749,87;23948996,09;negativo;True;
92907437,62;88752403,21;negativo;False;
51098315,44;13285688,02;negativo;True;
32456905,29;32198594,06;positivo;False;
9537386,28;53669352,23;positivo;True;
57998461,85;30446549,55;negativo;False;
38423203,48;67450326,64;positivo;True;
12126488,89;67274036,43;positivo;True;
39405052,58;4509727,78;positivo;True;
37801647,96;8072987,89;negativo;False;
52854221,72;91606366,19;positivo;False;
49993022,76;81880902,47;positivo;True;
64931854,35;75499098,79;positivo;False;
66486122,66;65143011,43;negativo;False;
54188410,46;21481613,97;positivo;True;
58401516,26;39918598,49;negativo;True;
63227409,82;85565433,85;negativo;True;
30557338,41;87280549;positivo;True;
41623214,97;34381875,15;positivo;True;
73715495,97;16172139,09;positivo;False;
3667856,98;22098786,16;negativo;True;
98284127,48;96877067,13;negativo;False;
79757399,82;23708010,41;positivo;False;
32105130,15;93144675,23;positivo;False;
90721434,48;99193242,66;negativo;True;
16522757,59;42499501,29;negativo;False;
20157775,69;52298246,9;positivo;True;
94327013,55;17093020;negativo;False;
7175904,39;52165727,36;negativo;False;
99654220,87;96194887,8;positivo;True;
45044463,99;33590988,32;negativo;True;
78377523,64;43226084,89;negativo;False;
49501841,53;69453414,16;negativo;True;
86252168,9;15726458,88;positivo;True;
64268497,1;6628896,08;positivo;False;
43521971,68;59785459,34;positivo;True;
42074937,54;70077992,83;positivo;False;
23561059,91;19859195,36;positivo;False;
75547545,85;93457474,42;negativo;True;
57644259,71;35843277,96;negativo;False;
42817930,42;61723548,11;negativo;False;
41612774,16;39059827,95;positivo;True;
55697988,86;54470830,06;positivo;False;
21126356,14;83903658,07;positivo;True;
11371275,82;57856034,78;positivo;False;
37352752,83;52268596,36;negativo;False;
10863888,98;98816278,28;positivo;False;
41807850,85;27115384,35;negativo;True;
93132429,6;19980709,24;positivo;False;
94885197,71;93244796,04;positivo;True;
2119328,23;90969084,13;negativo;False;
34191481,36;80847849,13;negativo;True;
79320920,09;75983945,92;positivo;True;
99831917,42;281327,03;positivo;True;
33937974,83;94191861,28;negativo;True;
16322785,81;91220196,3;positivo;False;
11388196,14;21094589,44;negativo;False;
848917,7;95264301,61;positivo;True;
59208145,56;38937798,33;negativo;True;
66538431,71;83917339,56;positivo;False;
37299771,52;12929912,2;positivo;False;
65870206,42;97798604,89;negativo;False;
31354819,61;31350156,74;negativo;False;
5268052,1;46435435,91;positivo;True;
27781300,48;89762816,56;positivo;True;
84568084,01;27109133,18;negativo;True;
87485806,66;72357325,1;positivo;True;
55034764,42;83796388,35;positivo;False;
77802469,05;58843557,14;positivo;True;
14894825,56;13812847,98;positivo;True;
27439243,38;76342074,35;negativo;False;
96649408,24;24513129,61;positivo;False;
40202481,51;84599167,17;positivo;True;
33388258,27;22522252,93;positivo;False;
92392270,37;74100090,08;negativo;True;
64427985,53;66828744,29;positivo;True;
75754373,03;14973936,95;negativo;False;
41067827,56;46051181,31;negativo;False;
96070733,65;33721045,28;positivo;False;
44287369,39;84952614,59;negativo;False;
69252634,11;69112248,37;positivo;False;
21506055,01;22879348,34;positivo;True;
40412118,66;8965209,63;negativo;True;
35800074,99;96421253,07;negativo;False;
26395199,78;88750083,7;negativo;False;
6562908,33;43848896,05;positivo;True;
23388053,82;46508115,94;positivo;True;
36143377,41;48340505,75;positivo;True;
55618691,01;77527061,03;negativo;False;
45020339,75;5563327,82;negativo;False;
92892001,32;44596972,92;negativo;False;
20373057,15;8478211,02;positivo;True;
27805385,78;8862510,66;positivo;True;
31239827,16;52560602,71;positivo;True;
26614255,28;77033390,36;negativo;True;
12657066,74;51710200,28;negativo;True;
98482348,25;11660639,32;negativo;True;
87417080,83;9021861,76;negativo;False;
10588918,42;82591569,97;positivo;True;
58815012,02;57232400,16;positivo;True;
99866993,12;12732524,86;negativo;True;
83284006,67;28522875,62;negativo;True;
85273896,88;85909378,76;positivo;True;
92964464,75;25773295,99;positivo;False;
66142336,25;27410588,33;negativo;False;
1012679,58;23690176,75;positivo;True;
23772382,5;10310364,83;negativo;False;
90905014,01;18098345,15;negativo;True;
87287458,77;96872342,67;negativo;True;
41606358,5;97624829,13;negativo;True;
6831339,45;66923342,83;positivo;False;
21904237,89;88038616,03;negativo;False;
29761989,22;79592144,28;negativo;True;
45566447,67;51252592;negativo;False;
26253738,19;89426199,51;positivo;False;
66951494,49;32522852,39;positivo;True;
67523806,86;20804783,21;positivo;False;
42650956,44;1750708,14;positivo;True;
70655942,51;19711567,99;positivo;False;
50256115,34;66694733,31;negativo;True;
68774565,77;29541884,02;negativo;True;
60184767,47;35681500,03;negativo;True;
37736044,3;10107083,15;positivo;False;
23240759,55;92912909,4;negativo;False;
22482290,05;82890283,01;positivo;False;
53521599,25;73103788,23;positivo;True;
95349216,53;80459134,33;positivo;False;
2585332,76;86608897,8;positivo;False;
23925602,15;88580140,91;negativo;True;
93662572,11;12169399,62;negativo;True;
15872424,67;1170211,77;positivo;False;
73287135,72;34482046,84;positivo;True;
75764756,09;26462333,57;negativo;True;
92591808,11;94836311,32;negativo;False;
15002507,18;14880411,42;negativo;False;
51143558,47;29196638,39;positivo;True;
